time,seconds_elapsed,bpm
1733926439383723500,5154.808723632813,83
1733926444383723500,5159.808723632813,82
1733926445383723500,5160.808723632813,82
1733926454383723500,5169.808723632813,85
1733926459383723500,5174.808723632813,84
1733926462383723500,5177.808723632813,84
1733926465383723500,5180.808723632813,83
1733926470383723500,5185.808723632813,83
1733926479383723500,5194.808723632813,82
1733926484383723500,5199.808723632813,80
1733926485383723500,5200.808723632813,79
1733926490383723500,5205.808723632813,79
1733926495383723500,5210.808723632813,80
1733926501383723500,5216.808723632813,81
1733926505383723500,5220.808723632813,82
1733926510383723500,5225.808723632813,84
1733926517383723500,5232.808723632813,86
1733926520383723500,5235.808723632813,85
1733926529383723500,5244.808723632813,84
1733926531383723500,5246.808723632813,84
1733926538383723500,5253.808723632813,82
1733926540383723500,5255.808723632813,82
1733926545383723500,5260.808723632813,82
1733926553383723500,5268.808723632813,84
1733926559383723500,5274.808723632813,83
1733926560383723500,5275.808723632813,83
1733926565383723500,5280.808723632813,84
1733926572383723500,5287.808723632813,83
1733926575383723500,5290.808723632813,84
1733926583383723500,5298.808723632813,82
1733926587383723500,5302.808723632813,82
1733926593383723500,5308.808723632813,78
1733926598383723500,5313.808723632813,78
1733926602383723500,5317.808723632813,77.00000000000001
1733926606258723600,5321.683723632813,78
1733926611258723600,5326.683723632813,79
1733926620258723600,5335.683723632813,81
1733926641258723600,5356.683723632813,82
1733926650758723600,5366.183723632813,86
1733926652758723600,5368.183723632813,86
1733926660758723600,5376.183723632813,85
1733926672758723600,5388.183723632813,84
1733926676758723600,5392.183723632813,85
1733926684758723600,5400.183723632813,83
1733926721508723500,5436.933723388672,79
1733926725508723700,5440.933723632813,77.00000000000001
1733926727508723500,5442.933723388672,79
1733926735508723500,5450.933723388672,81
1733926739508723500,5454.933723388672,80
1733926746508723500,5461.933723388672,81
1733926751508723500,5466.933723388672,81
1733926755508723500,5470.933723388672,80
1733926761508723700,5476.933723632813,81
1733926765508723500,5480.933723388672,80
1733926767508723500,5482.933723388672,81
1733926773508723500,5488.933723388672,82
1733926777508723500,5492.933723388672,84
1733926786508723500,5501.933723388672,85
1733926791508723500,5506.933723388672,83
1733926796508723500,5511.933723388672,83
1733926797508723500,5512.933723388672,83
1733926803508723700,5518.933723632813,82
1733926808508723500,5523.933723388672,81
1733926816508723500,5531.933723388672,81
1733926817508723500,5532.933723388672,81
1733926822508723700,5537.933723632813,81
1733926831508723500,5546.933723388672,81
1733926832508723500,5547.933723388672,81
